Numéro ANFR,Date dernière demande ANFR,Date dernière décision ANFR,Lieu-dit,Adresse 1,Adresse 2,Adresse 3,Code INSEE de la commune,Ville issue du code INSEE,Numéro du support,Support mutualisé oui/non,Stations sur le support,Nature du support,Hauteur du support,Latitude,Longitude,Altitude à la base NGF,Numéro de l'aérien,Azimut (degrés),Hauteur de l'antenne / sol
0592750790,20/06/2024,19/07/2024,,ALLEE DES ACACIAS (LOMME),RESIDENCE VILOGIA ACACIAS,,59350,LILLE,2481825,oui,,Immeuble,23,50°39'3''N,2°59'20''E,40,3166590,200.0,"21,1"
0592750785,23/11/2021,07/11/2025,,4 R DU PROFESSEUR LANGEVIN,,,59350,LILLE,1342290,non,,Bâtiment,"18,5",50°37'3''N,3°5'7''E,32,3157287,310.0,14
0592750785,23/11/2021,07/11/2025,,4 R DU PROFESSEUR LANGEVIN,,,59350,LILLE,1342290,non,,Bâtiment,"18,5",50°37'3''N,3°5'7''E,32,3157289,150.0,14
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,2903476,30.0,"23,2"
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,8242275,210.0,"24,2"
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,2903480,210.0,"23,2"
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,2903478,120.0,"23,2"
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,8242273,120.0,"24,2"
0592750774,05/11/2022,02/12/2022,,14 BD JEANNE D'ARC,Résidence de la porte d'Arras,,59178,DOUAI,1281891,oui,,Immeuble,27,50°21'59''N,3°4'0''E,28,8242271,30.0,"24,2"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,2903771,260.0,"24,1"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,2903767,0.0,"24,1"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,6768860,260.0,"24,5"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,2903769,180.0,"24,1"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,6768856,0.0,"24,5"
0592750763,06/04/2024,13/05/2024,,325 Boulevard GAMBETTA,RESIDENCE POINT CENTRAL,,59599,TOURCOING,1058024,non,,Immeuble,"38,5",50°42'33''N,3°9'37''E,35,6768858,180.0,"24,5"
0592750762,03/01/2023,03/02/2023,,23 R Blanchemaille,Rés L'Avocat,,59512,ROUBAIX,805628,oui,,Immeuble,22,50°41'43''N,3°9'56''E,39,2204010,200.0,"18,7"
0592750762,03/01/2023,03/02/2023,,23 R Blanchemaille,Rés L'Avocat,,59512,ROUBAIX,805628,oui,,Immeuble,22,50°41'43''N,3°9'56''E,39,2204012,340.0,"18,8"
0592750762,03/01/2023,03/02/2023,,23 R Blanchemaille,Rés L'Avocat,,59512,ROUBAIX,805628,oui,,Immeuble,22,50°41'43''N,3°9'56''E,39,2204008,110.0,"18,8"
0592750760,19/07/2023,18/08/2023,,r jehan de tourcoing,Résidence Armancour,,59599,TOURCOING,703353,oui,,Immeuble,32,50°44'22''N,3°11'4''E,35,2095798,0.0,"30,2"
0592750760,19/07/2023,18/08/2023,,r jehan de tourcoing,Résidence Armancour,,59599,TOURCOING,703353,oui,,Immeuble,32,50°44'22''N,3°11'4''E,35,2095802,250.0,"30,2"
0592750760,19/07/2023,18/08/2023,,r jehan de tourcoing,Résidence Armancour,,59599,TOURCOING,703353,oui,,Immeuble,32,50°44'22''N,3°11'4''E,35,2095800,160.0,"30,2"
0592750758,29/09/2022,28/10/2022,,49 R DE LA MONNAIE,,,59350,LILLE,972655,non,,Immeuble,12,50°38'28''N,3°3'45''E,20,2041958,,"7,3"
0592750757,31/08/2022,30/09/2022,,51 R DE GAND,,,59350,LILLE,972639,non,,Immeuble,"14,6",50°38'34.313''N,3°4'0.140''E,20,2041962,,"17,3"
0592750756,14/12/2022,13/01/2023,,103 R LEON GAMBETTA,,,59350,LILLE,972626,non,,Immeuble,15,50°37'49''N,3°3'24''E,19,2041966,,"5,9"
0592750753,14/02/2025,14/03/2025,,54 R R. SALENGRO,,,59650,WATTRELOS,937640,non,,Immeuble,"17,7",50°41'57''N,3°12'46''E,27,1975121,40.0,"16,7"
0592750753,14/02/2025,14/03/2025,,54 R R. SALENGRO,,,59650,WATTRELOS,937640,non,,Immeuble,"17,7",50°41'57''N,3°12'46''E,27,1975125,320.0,"16,7"
0592750753,14/02/2025,14/03/2025,,54 R R. SALENGRO,,,59650,WATTRELOS,937640,non,,Immeuble,"17,7",50°41'57''N,3°12'46''E,27,1975123,240.0,"16,7"
0592750751,26/05/2023,23/06/2023,,10 PL DE LA REPUBLIQUE,,,59009,VILLENEUVE-D'ASCQ,928612,non,,Immeuble,"19,2",50°37'33''N,3°8'58''E,26,1959073,,9
0592750750,06/01/2023,03/02/2023,,51 R de Puebla,,,59350,LILLE,926636,non,,Immeuble,"15,8",50°37'55''N,3°3'18''E,20,1955411,,"7,8"
0592750749,02/02/2024,01/03/2024,,29 R St Vincent de Paul,imm abc export,,59650,WATTRELOS,462573,oui,,Immeuble,17,50°42'16''N,3°12'16''E,28,2303059,290.0,13
0592750749,02/02/2024,01/03/2024,,29 R St Vincent de Paul,imm abc export,,59650,WATTRELOS,462573,oui,,Immeuble,17,50°42'16''N,3°12'16''E,28,2303057,200.0,13
0592750749,02/02/2024,01/03/2024,,29 R St Vincent de Paul,imm abc export,,59650,WATTRELOS,462573,oui,,Immeuble,17,50°42'16''N,3°12'16''E,28,2303055,80.0,13
0592750745,27/02/2025,28/03/2025,,14 r jeanne maillotte,,,59350,LILLE,639758,oui,,Immeuble,26,50°37'54''N,3°3'48''E,20,1845479,240.0,"21,7"
0592750745,27/02/2025,28/03/2025,,14 r jeanne maillotte,,,59350,LILLE,639758,oui,,Immeuble,26,50°37'54''N,3°3'48''E,20,1845475,320.0,"21,7"
0592750745,27/02/2025,28/03/2025,,14 r jeanne maillotte,,,59350,LILLE,639758,oui,,Immeuble,26,50°37'54''N,3°3'48''E,20,1845477,120.0,"21,7"
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",1748865,260.0,57
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",1748861,90.0,57
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",1748863,165.0,57
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",7637277,165.0,"58,7"
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",7637275,90.0,"58,7"
0592750739,01/02/2025,07/03/2025,,USINE ROQUETTE DE LESTREM,D 946 - D122,Cheminée 3,59400,MERVILLE,812362,non,,Bâtiment,"61,2",50°38'14''N,2°40'50''E,"16,7",7637279,260.0,"58,7"
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,1583823,200.0,"26,6"
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,1583821,350.0,"26,6"
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,9515843,200.0,26
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,1583819,90.0,"26,6"
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,9515841,90.0,26
0592750738,21/02/2025,21/03/2025,,28 R ANATOLE FRANCE,,,59350,LILLE,714663,non,,Immeuble,"28,3",50°38'15''N,3°4'1''E,20,9515845,350.0,26
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,3551302,280.0,"104,1"
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,6566609,20.0,"104,1"
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,3551304,140.0,"104,1"
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,3551300,20.0,"104,1"
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,6566613,280.0,"104,1"
0592750728,19/10/2022,18/11/2022,,bd  de turin,Tour Lille Europe,Parvis de Rotterdam,59350,LILLE,440564,oui,,Immeuble,95,50°38'16.985''N,3°4'35.992''E,20,6566611,140.0,"104,1"
0592750727,08/04/2025,12/05/2025,,2 R ST-JUST,rue de la convention,,59350,LILLE,547949,oui,,Immeuble,"31,1",50°38'9''N,3°5'40''E,23,1296268,50.0,"29,2"
0592750727,08/04/2025,12/05/2025,,2 R ST-JUST,rue de la convention,,59350,LILLE,547949,oui,,Immeuble,"31,1",50°38'9''N,3°5'40''E,23,1296270,170.0,"29,2"
0592750727,08/04/2025,12/05/2025,,2 R ST-JUST,rue de la convention,,59350,LILLE,547949,oui,,Immeuble,"31,1",50°38'9''N,3°5'40''E,23,1296272,290.0,"29,2"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,1248722,50.0,"18,3"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,1248726,300.0,"18,3"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,1248724,200.0,"18,3"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,6546117,200.0,"18,6"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,6546119,300.0,"18,6"
0592750722,20/01/2023,17/02/2023,,51-53 r du gl de gaulle,,,59352,LINSELLES,1303056,oui,,Immeuble,"19,6",50°44'17''N,3°4'32''E,36,6546115,50.0,"18,6"
0592750708,17/05/2024,14/06/2024,LE BOIS DINOIR,R DE NOYELLES - D29,Ancienne Briquetterie,,59476,PROVILLE,438720,oui,,Bâtiment,"25,2",50°9'16''N,3°12'13''E,72,5188196,20.0,"18,8"
0592750708,17/05/2024,14/06/2024,LE BOIS DINOIR,R DE NOYELLES - D29,Ancienne Briquetterie,,59476,PROVILLE,438720,oui,,Bâtiment,"25,2",50°9'16''N,3°12'13''E,72,5188198,110.0,"18,8"
0592750708,17/05/2024,14/06/2024,LE BOIS DINOIR,R DE NOYELLES - D29,Ancienne Briquetterie,,59476,PROVILLE,438720,oui,,Bâtiment,"25,2",50°9'16''N,3°12'13''E,72,5188194,230.0,"18,8"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,1028074,120.0,"28,6"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,1028072,0.0,"28,6"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,1028076,240.0,"28,6"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,7914124,0.0,"29,7"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,7914126,120.0,"29,7"
0592750703,25/07/2025,29/08/2025,,17 R du Président Vincent Auriol,,,59650,WATTRELOS,805566,oui,,Immeuble,30,50°42'15''N,3°14'10''E,35,7914128,240.0,"29,7"
0592750680,08/02/2025,14/03/2025,,169 Chaussée Gramme,,,59599,TOURCOING,479250,oui,,Bâtiment,34,50°44'15''N,3°9'49''E,42,848227,330.0,"21,3"
0592750680,08/02/2025,14/03/2025,,169 Chaussée Gramme,,,59599,TOURCOING,479250,oui,,Bâtiment,34,50°44'15''N,3°9'49''E,42,848223,120.0,"21,3"
0592750680,08/02/2025,14/03/2025,,169 Chaussée Gramme,,,59599,TOURCOING,479250,oui,,Bâtiment,34,50°44'15''N,3°9'49''E,42,848225,230.0,"21,3"
0592750676,11/06/2024,12/07/2024,,27 rue ROBERT SCHUMAN,,,59183,DUNKERQUE,1680039,oui,,Immeuble,19,51°2'54''N,2°25'52''E,4,4238771,280.0,"17,5"
0592750676,11/06/2024,12/07/2024,,27 rue ROBERT SCHUMAN,,,59183,DUNKERQUE,1680039,oui,,Immeuble,19,51°2'54''N,2°25'52''E,4,4238769,180.0,"17,5"
0592750676,11/06/2024,12/07/2024,,27 rue ROBERT SCHUMAN,,,59183,DUNKERQUE,1680039,oui,,Immeuble,19,51°2'54''N,2°25'52''E,4,4238767,30.0,"17,5"
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,775303,30.0,"29,5"
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,775307,240.0,"29,5"
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,7399709,120.0,31
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,775305,120.0,"29,5"
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,7399711,240.0,31
0592750673,15/03/2024,12/04/2024,,R de la halle,Pl d'armes,,59606,VALENCIENNES,599393,oui,,Immeuble,"32,5",50°21'27''N,3°31'28''E,25,7399707,30.0,31
0592750670,20/10/2022,18/11/2022,,73 R GASTON BARATTE,,,59009,VILLENEUVE-D'ASCQ,958760,non,,Bâtiment,"12,7",50°37'11''N,3°9'35''E,32,752138,,"12,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,731238,270.0,"23,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,731234,50.0,"23,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,731236,140.0,"23,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,8694757,50.0,"23,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,8694761,270.0,"23,3"
0592750662,23/04/2025,23/05/2025,,pl carpeaux,Résidence Carpeaux,,59606,VALENCIENNES,805379,oui,,Immeuble,29,50°21'34''N,3°31'0''E,23,8694759,140.0,"23,3"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,731226,90.0,"28,1"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,731228,240.0,"28,1"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,731230,330.0,"28,1"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,7361871,330.0,"28,6"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,8223839,240.0,"28,6"
0592750661,19/02/2025,21/03/2025,,5 PL DU MARECHAL LECLERC,,,59350,LILLE,644302,oui,,Immeuble,31,50°37'44''N,3°2'37''E,20,7361873,90.0,"28,6"
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,615481,260.0,23
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,615477,20.0,23
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,615479,130.0,23
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,7665770,260.0,23
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,7665768,130.0,23
0592750646,02/03/2024,05/04/2024,,1 t r jules guesde,,,59367,LYS-LEZ-LANNOY,476606,oui,,Bâtiment,27,50°40'7''N,3°12'23''E,32,7665766,20.0,23
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,9278774,210.0,15
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,4218680,210.0,"15,6"
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,4218678,50.0,"15,6"
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,4218682,310.0,"15,6"
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,9278772,50.0,15
0592750630,17/06/2024,19/07/2024,,R DES JACINTHES,IMM BOURGOGNE,,59291,HAUTMONT,1671908,oui,,Immeuble,17,50°14'38''N,3°55'40''E,170,9278776,310.0,15
0592750622,16/05/2020,19/06/2020,,r de west-cappel,cheminée,,59499,REXPOEDE,476648,oui,,Bâtiment,30,50°56'14''N,2°32'10''E,20,706664,40.0,"25,7"
0592750622,16/05/2020,19/06/2020,,r de west-cappel,cheminée,,59499,REXPOEDE,476648,oui,,Bâtiment,30,50°56'14''N,2°32'10''E,20,706666,170.0,"25,7"
0592750622,16/05/2020,19/06/2020,,r de west-cappel,cheminée,,59499,REXPOEDE,476648,oui,,Bâtiment,30,50°56'14''N,2°32'10''E,20,706668,245.0,"25,7"
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,565089,20.0,15
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,565091,110.0,"15,4"
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,565093,240.0,"15,3"
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,7818698,20.0,15
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,7818702,240.0,"15,3"
0592750619,14/02/2025,14/03/2025,,389 Av de Dunkerque,,,59350,LILLE,635589,oui,,Immeuble,21,50°38'31''N,3°1'2''E,21,7818700,110.0,"15,4"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,538338,120.0,"21,8"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,538336,0.0,"21,8"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,6974284,0.0,"21,8"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,6974288,240.0,"21,8"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,538340,240.0,"21,8"
0592750602,27/10/2022,25/11/2022,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,6974286,120.0,"21,8"
0592750596,20/09/2022,21/10/2022,,8 B R FAIDHERBE,,,59346,LEZENNES,958735,non,,Bâtiment,"15,3",50°36'55''N,3°6'53''E,38,524050,,"14,7"
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,503561,160.0,24
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,7846553,240.0,"24,6"
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,503563,240.0,24
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,503559,330.0,24
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,7846549,330.0,"22,1"
0592750576,29/09/2023,27/10/2023,,11 BD LACORDAIRE,Hôpital Victor Provo,,59512,ROUBAIX,473742,oui,,Immeuble,52,50°40'45''N,3°10'24''E,45,7846551,160.0,"24,6"
0592750560,22/11/2022,23/12/2022,,61 BD DU COMTE DE MONTALEMBERT,,,59009,VILLENEUVE-D'ASCQ,959310,non,,Bâtiment,"12,3",50°37'21''N,3°9'49''E,25,466618,,"12,3"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,456305,320.0,"27,9"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,456303,170.0,"27,9"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,456301,70.0,"27,9"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,7127991,70.0,"27,9"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,7127995,170.0,"27,9"
0592750552,16/01/2024,16/02/2024,,34 rue de Lauwin Plancque,Immeuble de la tour,,59178,DOUAI,1414336,oui,,Bâtiment,31,50°22'52''N,3°3'52''E,28,7127993,320.0,"27,9"
0592750550,30/09/2022,28/10/2022,,36 PL LOUISE DE BETTIGNIES,,,59350,LILLE,915997,non,,Immeuble,"13,1",50°38'29.040''N,3°3'56.305''E,20,456097,,"13,3"
0592750548,15/02/2025,21/03/2025,,AV ANTOINE PINAY,ZA LES 4 VENTS,,59299,HEM,500044,non,,Bâtiment,4,50°38'59''N,3°12'3''E,51,446985,110.0,"2,7"
