Numéro ANFR,Date dernière demande ANFR,Date dernière décision ANFR,Lieu-dit,Adresse 1,Adresse 2,Adresse 3,Code INSEE de la commune,Ville issue du code INSEE,Numéro du support,Support mutualisé oui/non,Stations sur le support,Nature du support,Hauteur du support,Latitude,Longitude,Altitude à la base NGF,Numéro de l'aérien,Azimut (degrés),Hauteur de l'antenne / sol
0590990627,30/06/2025,04/08/2025,,R des Mésanges,Chardonnerets - Bât. C,,59079,BEUVRAGES,2412828,oui,,Immeuble,37,50°23'2''N,3°30'3''E,28,6734901,110.0,"27,2"
0590990627,30/06/2025,04/08/2025,,R des Mésanges,Chardonnerets - Bât. C,,59079,BEUVRAGES,2412828,oui,,Immeuble,37,50°23'2''N,3°30'3''E,28,6734899,0.0,"27,2"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6428499,210.0,"37,5"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6727789,330.0,"38,4"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6428501,330.0,"37,5"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6428497,90.0,"37,5"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6727787,210.0,"38,4"
0590990616,25/06/2025,25/07/2025,,76-78 Boulevard de Metz,,,59350,LILLE,2339310,non,,Immeuble,"39,5",50°37'7''N,3°2'36''E,28,6727785,90.0,"38,4"
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6163983,270.0,"31,4"
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6163979,20.0,"31,4"
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6163981,120.0,"31,4"
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6536213,20.0,32
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6536217,270.0,32
0590990591,11/07/2025,18/08/2025,,12-14 rue des cannoniers,,,59350,LILLE,2262786,oui,,Immeuble,36,50°38'23''N,3°4'12''E,19,6536215,120.0,32
0590990587,17/09/2025,17/10/2025,,PLACE DES BUISSES,GARE DE LILLE FLANDRES,,59350,LILLE,2303502,oui,,Bâtiment,26,50°38'10.896''N,3°4'14.556''E,21,6091736,130.0,"20,4"
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6092083,20.0,"21,3"
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6092085,140.0,"21,3"
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6092087,260.0,"21,3"
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6536206,260.0,21
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6536202,20.0,21
0590990586,31/07/2025,29/08/2025,,99 rue de Roubaix,,,59599,TOURCOING,2242482,oui,,Immeuble,"27,5",50°42'44''N,3°9'58''E,33,6536204,140.0,21
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6056434,110.0,"17,7"
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6536194,110.0,"18,2"
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6536192,20.0,"18,2"
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6056432,20.0,"17,7"
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6536196,290.0,"18,2"
0590990582,16/09/2025,17/10/2025,,Rue de Berry,Résidence BerryRue de Berry (entrée 2),,59383,MARLY,2232585,oui,,Immeuble,19,50°20'31''N,3°31'10''E,54,6056436,290.0,"17,7"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6032557,90.0,"21,9"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6032559,240.0,"21,9"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6032561,330.0,"21,9"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6505002,240.0,"22,7"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6505004,330.0,"22,7"
0590990577,28/08/2025,26/09/2025,,28 RUE ETIENNE DOLET,Résidence les abeilles,,59350,LILLE,2907949,oui,,Immeuble,26,50°37'50''N,3°6'10''E,27,6505000,90.0,"22,7"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,5920472,130.0,"28,4"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,5920474,290.0,"28,4"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,5920470,40.0,"28,4"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,6536184,130.0,"28,9"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,6536182,40.0,"28,9"
0590990572,11/07/2025,18/08/2025,,690 AVENUE DE LA REPUBLIQUE,,,59350,LILLE,2194647,oui,,Immeuble,"32,8",50°39'20''N,3°5'16''E,34,6536186,290.0,"28,9"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,5920468,330.0,"20,3"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,6504990,60.0,"21,2"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,6504992,240.0,"21,2"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,5920464,60.0,"20,3"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,6504994,330.0,"21,2"
0590990571,13/08/2025,12/09/2025,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,5920466,240.0,"20,3"
0590990562,29/08/2025,03/10/2025,,VOIE PAVILLON DES VOSGES,,,59286,HAUBOURDIN,2174660,non,,Immeuble,"34,2",50°37'1.344''N,2°58'35.760''E,25,5847516,280.0,"32,2"
0590990562,29/08/2025,03/10/2025,,VOIE PAVILLON DES VOSGES,,,59286,HAUBOURDIN,2174660,non,,Immeuble,"34,2",50°37'1.344''N,2°58'35.760''E,25,5847512,10.0,"32,2"
0590990562,29/08/2025,03/10/2025,,VOIE PAVILLON DES VOSGES,,,59286,HAUBOURDIN,2174660,non,,Immeuble,"34,2",50°37'1.344''N,2°58'35.760''E,25,5847514,100.0,"32,2"
0590990557,25/06/2025,25/07/2025,Hellemmes,12 r maurice berteaux,,,59350,LILLE,2150803,oui,,Immeuble,18,50°37'25''N,3°5'59''E,31,5762158,240.0,16
0590990557,25/06/2025,25/07/2025,Hellemmes,12 r maurice berteaux,,,59350,LILLE,2150803,oui,,Immeuble,18,50°37'25''N,3°5'59''E,31,5762160,330.0,16
0590990557,25/06/2025,25/07/2025,Hellemmes,12 r maurice berteaux,,,59350,LILLE,2150803,oui,,Immeuble,18,50°37'25''N,3°5'59''E,31,6885038,240.0,"16,8"
0590990557,25/06/2025,25/07/2025,Hellemmes,12 r maurice berteaux,,,59350,LILLE,2150803,oui,,Immeuble,18,50°37'25''N,3°5'59''E,31,6885040,330.0,"16,8"
0590990544,01/09/2025,03/10/2025,,1-5 RES DE L EUROPE,PL DE L'EUROPE,,59457,PERENCHIES,2180524,oui,,Immeuble,27,50°40'17''N,2°58'27''E,31,5535460,210.0,"18,5"
0590990544,01/09/2025,03/10/2025,,1-5 RES DE L EUROPE,PL DE L'EUROPE,,59457,PERENCHIES,2180524,oui,,Immeuble,27,50°40'17''N,2°58'27''E,31,5535458,90.0,"18,5"
0590990544,01/09/2025,03/10/2025,,1-5 RES DE L EUROPE,PL DE L'EUROPE,,59457,PERENCHIES,2180524,oui,,Immeuble,27,50°40'17''N,2°58'27''E,31,5535462,330.0,"18,5"
0590990469,16/06/2025,18/07/2025,,82 PL DE L'ESPLANADE,,,59107,BRAY-DUNES,531438,oui,,Immeuble,27,51°4'49.188''N,2°31'8.148''E,8,5069256,120.0,"25,1"
0590990469,16/06/2025,18/07/2025,,82 PL DE L'ESPLANADE,,,59107,BRAY-DUNES,531438,oui,,Immeuble,27,51°4'49.188''N,2°31'8.148''E,8,5069258,220.0,"25,1"
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,5068645,260.0,17
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,5068643,160.0,17
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,5068641,60.0,17
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,6612061,60.0,"18,2"
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,6612065,260.0,"18,2"
0590990468,11/07/2025,18/08/2025,,RESIDENCE BRIAND,2 RUE ROBERT SCHUMAN,,59360,LOOS,1954175,non,,Immeuble,19,50°36'43''N,3°1'15''E,27,6612063,160.0,"18,2"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,5068637,120.0,"24,8"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,6759841,250.0,"25,1"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,5068635,0.0,"24,8"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,5068639,250.0,"24,8"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,6759837,0.0,"25,1"
0590990467,23/07/2025,22/08/2025,L'Epine,"5, imp des rosiers",,,59350,LILLE,635591,oui,,Immeuble,27,50°37'10''N,3°6'15''E,33,6759839,120.0,"25,1"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,5068485,40.0,"24,9"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,7998215,130.0,"29,3"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,5068487,130.0,"28,4"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,5068489,290.0,"24,9"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,7998213,290.0,"24,7"
0590990466,16/09/2025,17/10/2025,,R de la Briqueterie,Résidence Lion d'OR,,59350,LILLE,546361,oui,,Bâtiment,"31,2",50°38'35''N,3°5'21''E,34,7998211,40.0,"24,7"
0590990465,28/08/2025,26/09/2025,,7 SQUARE MORISSON,HOTEL BEST WESTERN WHY,,59350,LILLE,1954111,non,,Immeuble,"24,8",50°38'3''N,3°3'41''E,19,5068479,90.0,"22,8"
0590990465,28/08/2025,26/09/2025,,7 SQUARE MORISSON,HOTEL BEST WESTERN WHY,,59350,LILLE,1954111,non,,Immeuble,"24,8",50°38'3''N,3°3'41''E,19,5068483,300.0,"22,8"
0590990465,28/08/2025,26/09/2025,,7 SQUARE MORISSON,HOTEL BEST WESTERN WHY,,59350,LILLE,1954111,non,,Immeuble,"24,8",50°38'3''N,3°3'41''E,19,5068481,200.0,"22,8"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,5014032,50.0,"19,9"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,5014036,300.0,"19,9"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,7658052,300.0,"19,9"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,5014034,200.0,"19,9"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,7658048,50.0,"19,9"
0590990454,01/09/2025,03/10/2025,,9 RUE DEGEYTER,,,59560,SECLIN,1938076,non,,Immeuble,"21,3",50°32'37.752''N,3°1'31.296''E,28,7658050,200.0,"19,9"
0590990453,23/07/2025,22/08/2025,,2 SQUARE DU PONT NEUF,,,59350,LILLE,1938074,non,,Immeuble,"22,7",50°38'42''N,3°3'51''E,24,5014028,200.0,"20,7"
0590990453,23/07/2025,22/08/2025,,2 SQUARE DU PONT NEUF,,,59350,LILLE,1938074,non,,Immeuble,"22,7",50°38'42''N,3°3'51''E,24,5014030,305.0,19
0590990453,23/07/2025,22/08/2025,,2 SQUARE DU PONT NEUF,,,59350,LILLE,1938074,non,,Immeuble,"22,7",50°38'42''N,3°3'51''E,24,5014026,90.0,"20,7"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,4941339,300.0,"32,9"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,4941337,160.0,"32,9"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,4941335,60.0,"32,9"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,9142687,160.0,"33,3"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,9142689,300.0,"33,3"
0590990437,04/07/2025,08/08/2025,Résidence Jean Bart,BD DE L'ESPERANCE,cité des cheminots,,59183,DUNKERQUE,1916975,non,,Immeuble,36,51°1'41''N,2°20'26''E,4,9142685,60.0,"33,3"
0590990436,13/08/2025,12/09/2025,LE CORBEAU,AV Francois Miterrand,Résidence GREVY,,59392,MAUBEUGE,1916595,non,,Immeuble,"26,7",50°16'58''N,3°56'52''E,149,4941333,350.0,"24,7"
0590990436,13/08/2025,12/09/2025,LE CORBEAU,AV Francois Miterrand,Résidence GREVY,,59392,MAUBEUGE,1916595,non,,Immeuble,"26,7",50°16'58''N,3°56'52''E,149,4941331,240.0,"24,7"
0590990436,13/08/2025,12/09/2025,LE CORBEAU,AV Francois Miterrand,Résidence GREVY,,59392,MAUBEUGE,1916595,non,,Immeuble,"26,7",50°16'58''N,3°56'52''E,149,4941329,130.0,"24,7"
0590990435,03/09/2025,03/10/2025,,RESIDENCE ACIER,28 SQUARE DE ESPAGNE,,59350,LILLE,1916149,non,,Immeuble,"19,9",50°37'30''N,3°1'49''E,21,4939611,60.0,"17,9"
0590990435,03/09/2025,03/10/2025,,RESIDENCE ACIER,28 SQUARE DE ESPAGNE,,59350,LILLE,1916149,non,,Immeuble,"19,9",50°37'30''N,3°1'49''E,21,4939613,180.0,"17,9"
0590990435,03/09/2025,03/10/2025,,RESIDENCE ACIER,28 SQUARE DE ESPAGNE,,59350,LILLE,1916149,non,,Immeuble,"19,9",50°37'30''N,3°1'49''E,21,4939615,320.0,"17,9"
0590990433,22/07/2025,22/08/2025,,13 r de la filature,ancienne usine du Groupement Textile du Nord,,59218,ETROEUNGT,682056,oui,,Bâtiment,34,50°3'34''N,3°55'28''E,162,4927049,0.0,"22,3"
0590990433,22/07/2025,22/08/2025,,13 r de la filature,ancienne usine du Groupement Textile du Nord,,59218,ETROEUNGT,682056,oui,,Bâtiment,34,50°3'34''N,3°55'28''E,162,4927051,90.0,"22,3"
0590990433,22/07/2025,22/08/2025,,13 r de la filature,ancienne usine du Groupement Textile du Nord,,59218,ETROEUNGT,682056,oui,,Bâtiment,34,50°3'34''N,3°55'28''E,162,4927053,180.0,"22,3"
0590990432,13/08/2025,12/09/2025,,1 a 4 rue du Grand Parc,,,59331,LANDRECIES,1911611,non,,Immeuble,28,50°7'26''N,3°41'47''E,139,4923661,90.0,"24,9"
0590990432,13/08/2025,12/09/2025,,1 a 4 rue du Grand Parc,,,59331,LANDRECIES,1911611,non,,Immeuble,28,50°7'26''N,3°41'47''E,139,4923663,190.0,"24,9"
0590990432,13/08/2025,12/09/2025,,1 a 4 rue du Grand Parc,,,59331,LANDRECIES,1911611,non,,Immeuble,28,50°7'26''N,3°41'47''E,139,4923665,310.0,"24,9"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,4903554,80.0,"28,7"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,4903556,230.0,"28,7"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,4903558,330.0,"28,7"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,7306009,80.0,"29,9"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,7306013,330.0,"29,9"
0590990430,01/09/2025,03/10/2025,,73 RUE BALZAC,RESIDENCE BALZAC,,59350,LILLE,1905206,non,,Immeuble,"30,7",50°36'47.736''N,3°2'58.344''E,32,7306011,230.0,"29,9"
0590990428,31/07/2025,29/08/2025,,113 rue du tilleul,,,59599,TOURCOING,1943780,non,,Immeuble,18,50°43'10''N,3°10'17''E,40,4876625,90.0,15
0590990428,31/07/2025,29/08/2025,,113 rue du tilleul,,,59599,TOURCOING,1943780,non,,Immeuble,18,50°43'10''N,3°10'17''E,40,4876623,0.0,15
0590990428,31/07/2025,29/08/2025,,113 rue du tilleul,,,59599,TOURCOING,1943780,non,,Immeuble,18,50°43'10''N,3°10'17''E,40,4876627,270.0,15
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,4821210,50.0,"20,3"
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,4821214,310.0,"20,3"
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,4821212,180.0,"20,3"
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,7061991,310.0,"22,2"
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,7061989,180.0,"22,2"
0590990424,30/06/2025,04/08/2025,,81-83 BOULEVARD DE STRASBOURG,,,59350,LILLE,1880000,non,,Immeuble,"22,3",50°37'5''N,3°3'31''E,35,7061987,50.0,"22,2"
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,4771898,130.0,"37,5"
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,6776531,220.0,"38,8"
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,4771900,220.0,"37,5"
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,6776527,30.0,38
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,4771896,30.0,"37,5"
0590990417,23/06/2025,25/07/2025,,2 RUE MARC SANGNIER,RESIDENCE MAGENDIE,,59367,LYS-LEZ-LANNOY,1864401,non,,Immeuble,"39,5",50°40'10.776''N,3°12'12.384''E,39,6776529,130.0,"38,8"
0590990411,23/06/2025,25/07/2025,,20 R NATIONALE,,,59378,MARCQ-EN-BAROEUL,1843343,non,,Bâtiment,"19,7",50°40'3''N,3°4'34''E,28,4708126,20.0,"17,7"
0590990411,23/06/2025,25/07/2025,,20 R NATIONALE,,,59378,MARCQ-EN-BAROEUL,1843343,non,,Bâtiment,"19,7",50°40'3''N,3°4'34''E,28,4708128,110.0,"15,5"
0590990411,23/06/2025,25/07/2025,,20 R NATIONALE,,,59378,MARCQ-EN-BAROEUL,1843343,non,,Bâtiment,"19,7",50°40'3''N,3°4'34''E,28,4708130,240.0,"17,7"
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,4708116,100.0,"20,5"
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,4708118,340.0,"20,5"
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,7306003,340.0,21
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,4708114,200.0,"20,5"
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,7305999,100.0,21
0590990409,23/07/2025,22/08/2025,,49 boulevard de Belfort,,,59350,LILLE,1843339,non,,Immeuble,"22,5",50°37'5''N,3°4'24''E,29,7306001,200.0,21
